type,area,city,date,instructions
ירי רקטות וטילים,דן,תל אביב - דרום העיר ויפו,2023-10-14T11:30:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,דן,אור יהודה,2023-10-14T11:30:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,דן,אזור,2023-10-14T11:30:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,דן,בת-ים,2023-10-14T11:30:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,לכיש,בית גמליאל,2023-10-14T11:30:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,לכיש,בניה,2023-10-14T11:30:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,משען,2023-10-14T11:30:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,אשקלון - צפון,2023-10-14T11:30:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,ברכיה,2023-10-14T11:30:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,כפר סילבר,2023-10-14T11:30:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,אזור תעשייה צפוני אשקלון,2023-10-14T11:30:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,אשקלון - דרום,2023-10-14T11:30:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,בית שקמה,2023-10-14T11:30:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,אזור תעשייה הדרומי אשקלון,2023-10-14T11:30:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,בת הדר,2023-10-14T11:30:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,מבקיעים,2023-10-14T11:30:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,גיאה,2023-10-14T11:30:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,מפלסים,2023-10-14T11:14:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,מטווח ניר עם,2023-10-14T11:14:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,נירים,2023-10-14T11:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,תלמי יפה,2023-10-14T10:05:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,מטווח ניר עם,2023-10-14T09:45:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,גבים,2023-10-14T09:45:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,מכללת ספיר,2023-10-14T09:45:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,שדרות,2023-10-14T09:45:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,איבים,2023-10-14T09:45:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,ניר עם,2023-10-14T09:45:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,גבים,2023-10-13T23:58:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,מכללת ספיר,2023-10-13T23:58:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,מפלסים,2023-10-13T23:58:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,שדרות,2023-10-13T23:58:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,איבים,2023-10-13T23:58:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,ניר עם,2023-10-13T23:58:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,מטווח ניר עם,2023-10-13T23:58:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,זמרת,2023-10-13T22:55:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,שובה,2023-10-13T22:55:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,עלומים,2023-10-13T22:55:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,נחל עוז,2023-10-13T22:55:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,נתיב העשרה,2023-10-13T22:34:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,לכיש,שתולים,2023-10-13T22:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,לכיש,"אשדוד -יא,יב,טו,יז,מרינה,סיטי",2023-10-13T22:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,לכיש,שדה עוזיהו,2023-10-13T22:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,לכיש,אזור תעשייה עד הלום,2023-10-13T22:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,לכיש,"אשדוד - ח,ט,י,יג,יד,טז",2023-10-13T21:59:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,לכיש,"אשדוד - ג,ו,ז",2023-10-13T21:59:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,דן,תל אביב - מרכז העיר,2023-10-13T21:59:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,ראשון לציון - מזרח,2023-10-13T21:59:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,גנות,2023-10-13T21:59:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,משמר השבעה,2023-10-13T21:59:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,ראשון לציון - מערב,2023-10-13T21:59:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,דן,חולון,2023-10-13T21:59:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,דן,הרצליה - מערב,2023-10-13T21:59:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,דן,רמת גן - מזרח,2023-10-13T21:59:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,דן,רמת גן - מערב,2023-10-13T21:59:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,דן,תל אביב - מזרח,2023-10-13T21:59:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,דן,תל אביב - עבר הירקון,2023-10-13T21:59:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,דן,גבעתיים,2023-10-13T21:59:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,דן,אזור,2023-10-13T21:59:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,דן,בני ברק,2023-10-13T21:59:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,דן,גבעת שמואל,2023-10-13T21:59:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,לכיש,"אשדוד - ג,ו,ז",2023-10-13T21:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,לכיש,"אשדוד - א,ב,ד,ה",2023-10-13T21:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,לכיש,"אשדוד - ח,ט,י,יג,יד,טז",2023-10-13T21:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,לכיש,"אשדוד -יא,יב,טו,יז,מרינה,סיטי",2023-10-13T21:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,כיסופים,2023-10-13T21:01:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,לכיש,ניר גלים,2023-10-13T21:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,לכיש,אשדוד - איזור תעשייה צפוני,2023-10-13T21:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,זיקים,2023-10-13T21:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,אזור תעשייה הדרומי אשקלון,2023-10-13T21:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,אשקלון - דרום,2023-10-13T21:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,בת הדר,2023-10-13T20:52:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,בית שקמה,2023-10-13T20:52:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,מבקיעים,2023-10-13T20:52:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,אזור תעשייה צפוני אשקלון,2023-10-13T20:52:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,אשקלון - דרום,2023-10-13T20:52:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,כרמיה,2023-10-13T20:52:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,נתיב העשרה,2023-10-13T20:52:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,אזור תעשייה הדרומי אשקלון,2023-10-13T20:51:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,נתיב העשרה,2023-10-13T20:18:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,כרמיה,2023-10-13T20:18:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,יד מרדכי,2023-10-13T20:18:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,ישרש,2023-10-13T20:08:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,נצר סרני,2023-10-13T20:08:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,זיתן,2023-10-13T20:07:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,לוד,2023-10-13T20:07:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,באר יעקב,2023-10-13T20:07:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,אחיעזר,2023-10-13T20:07:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,רמלה,2023-10-13T20:07:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,יגל,2023-10-13T20:07:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,ניר צבי,2023-10-13T20:07:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,זיקים,2023-10-13T19:11:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,זיקים,2023-10-13T19:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,כרמיה,2023-10-13T19:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,אזור תעשייה הדרומי אשקלון,2023-10-13T19:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,אשקלון - דרום,2023-10-13T19:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,נחל עוז,2023-10-13T19:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,עלומים,2023-10-13T19:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,קו העימות,משגב עם,2023-10-13T18:26:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב הנגב,דניאל,2023-10-13T17:49:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב הנגב,אופקים,2023-10-13T17:49:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב הנגב,קריית חינוך מרחבים,2023-10-13T17:49:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,קריית עקרון,2023-10-13T17:01:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,לכיש,בית גמליאל,2023-10-13T17:01:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,לכיש,גבעת ברנר,2023-10-13T17:01:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,לכיש,בית אלעזרי,2023-10-13T17:01:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,דן,חולון,2023-10-13T17:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,דן,תל אביב - דרום העיר ויפו,2023-10-13T17:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,דן,תל אביב - מרכז העיר,2023-10-13T17:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,דן,תל אביב - עבר הירקון,2023-10-13T17:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,דן,בת-ים,2023-10-13T17:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,רמלה,2023-10-13T17:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,ישרש,2023-10-13T17:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,רחובות,2023-10-13T17:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,ראשון לציון - מערב,2023-10-13T17:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,סתריה,2023-10-13T17:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,כפר עזה,2023-10-13T16:57:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,נחל עוז,2023-10-13T16:57:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,עלומים,2023-10-13T16:57:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,סעד,2023-10-13T16:57:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,בארי,2023-10-13T15:53:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,מטווח ניר עם,2023-10-13T15:30:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,בארי,2023-10-13T15:30:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,גבים,2023-10-13T15:19:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,מכללת ספיר,2023-10-13T15:19:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,שדרות,2023-10-13T15:19:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,איבים,2023-10-13T15:19:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,ניר עם,2023-10-13T15:19:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,כיסופים,2023-10-13T15:07:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,העמקים,בית לחם הגלילית,2023-10-13T15:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,העמקים,נופית,2023-10-13T15:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,העמקים,מנשית זבדה,2023-10-13T15:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,העמקים,סואעד חמירה,2023-10-13T15:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,העמקים,אלוני אבא,2023-10-13T15:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,העמקים,הרדוף,2023-10-13T15:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,העמקים,הסוללים,2023-10-13T15:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,העמקים,רמת ישי,2023-10-13T15:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,העמקים,קריית טבעון-בית זייד,2023-10-13T15:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,העמקים,כעביה,2023-10-13T15:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,העמקים,עדי,2023-10-13T15:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,העמקים,זרזיר,2023-10-13T15:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,העמקים,אלון הגליל,2023-10-13T15:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,העמקים,כעביה טבאש,2023-10-13T15:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,העמקים,אל-ח'וואלד מערב,2023-10-13T15:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,העמקים,כפר טבאש,2023-10-13T15:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,העמקים,חג'אג'רה,2023-10-13T15:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,העמקים,אלונים,2023-10-13T15:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,העמקים,ח'וואלד,2023-10-13T15:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,העמקים,בסמת טבעון,2023-10-13T15:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,העמקים,בית שערים,2023-10-13T15:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,העמקים,ראס עלי,2023-10-13T15:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מרכז הגליל,שפרעם,2023-10-13T15:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מרכז הגליל,ביר אלמכסור,2023-10-13T15:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,המפרץ,בית עלמין תל רגב,2023-10-13T15:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מרכז הגליל,כפר מנדא,2023-10-13T15:02:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מרכז הגליל,רקפת,2023-10-13T15:02:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מרכז הגליל,מרכז אזורי משגב,2023-10-13T15:02:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מרכז הגליל,כאוכב אבו אלהיג'א,2023-10-13T15:02:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מרכז הגליל,שכניה,2023-10-13T15:02:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מרכז הגליל,קורנית,2023-10-13T15:02:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מרכז הגליל,דמיידה,2023-10-13T15:02:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מרכז הגליל,מורשת,2023-10-13T15:02:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מרכז הגליל,מנוף,2023-10-13T15:02:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,גליל עליון,צפת,2023-10-13T15:02:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,גליל עליון,עמוקה,2023-10-13T15:02:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,גליל עליון,ביריה,2023-10-13T15:02:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,מטווח ניר עם,2023-10-13T14:48:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,באר גנים,2023-10-13T14:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,אשקלון - צפון,2023-10-13T14:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,אשקלון - דרום,2023-10-13T14:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,ניצן,2023-10-13T14:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,זמרת,2023-10-13T13:54:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,שובה,2023-10-13T13:54:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,נחל עוז,2023-10-13T13:54:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,בארי,2023-10-13T13:32:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,אזור תעשייה צפוני אשקלון,2023-10-13T13:21:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,זיקים,2023-10-13T13:20:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,אזור תעשייה הדרומי אשקלון,2023-10-13T13:20:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,אשקלון - צפון,2023-10-13T13:20:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,אשקלון - דרום,2023-10-13T13:20:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,מטווח ניר עם,2023-10-13T13:15:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,מפלסים,2023-10-13T13:15:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,שדרות,2023-10-13T13:15:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,איבים,2023-10-13T13:15:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,ניר עם,2023-10-13T13:15:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,תלמי יוסף,2023-10-13T13:04:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,אבשלום,2023-10-13T13:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,יתד,2023-10-13T13:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,דקל,2023-10-13T13:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,שדה אברהם,2023-10-13T13:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,סופה,2023-10-13T13:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,חולית,2023-10-13T13:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
